"","origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","time_hour"
"16189","LGA",2023,11,7,13,58,50,74.64,220,9.20624,10.5943568672,0,1008.4,10,2023-11-07 13:00:00
"16190","LGA",2023,11,7,14,59,49,69.38,240,11.5078,13.242946084,0,1008.3,10,2023-11-07 14:00:00
"16191","LGA",2023,11,7,15,60,49,66.95,230,8.05546,9.2700622588,0,1007.8,10,2023-11-07 15:00:00
"16192","LGA",2023,11,7,16,61,48,62.23,230,10.35702,11.9186514756,0,1007,10,2023-11-07 16:00:00
"16193","LGA",2023,11,7,17,63,47,55.85,230,14.96014,17.2158299092,0,1006.5,10,2023-11-07 17:00:00
"16194","LGA",2023,11,7,18,64,48,55.99,240,12.65858,14.5672406924,0,1006.2,10,2023-11-07 18:00:00
"16195","LGA",2023,11,7,19,66,48,52.22,240,5.7539,6.621473042,0,1005.9,10,2023-11-07 19:00:00
"16196","LGA",2023,11,7,20,66,47,50.29,230,11.5078,13.242946084,0,1006,10,2023-11-07 20:00:00
"16197","LGA",2023,11,7,21,65,48,54.07,240,10.35702,11.9186514756,0,1006.3,10,2023-11-07 21:00:00
"16198","LGA",2023,11,7,22,64,48,55.99,230,12.65858,14.5672406924,0,1007.1,10,2023-11-07 22:00:00
"16199","LGA",2023,11,7,23,64,48,55.99,250,10.35702,11.9186514756,0,1008,10,2023-11-07 23:00:00
"16200","LGA",2023,11,8,0,61,45,55.57,310,16.11092,18.5401245176,0,1009.5,10,2023-11-08
"16201","LGA",2023,11,8,1,59,42,53.2,330,12.65858,14.5672406924,0,1010.3,10,2023-11-08 01:00:00
"16202","LGA",2023,11,8,2,58,41,53.05,NA,NA,NA,0,1011.1,10,2023-11-08 02:00:00
"16203","LGA",2023,11,8,3,56,39,52.75,320,18.41248,21.1887137344,0,1011.3,10,2023-11-08 03:00:00
"16204","LGA",2023,11,8,4,55,38,52.6,330,14.96014,17.2158299092,0,1011.9,10,2023-11-08 04:00:00
"16205","LGA",2023,11,8,5,54,36,50.42,330,18.41248,21.1887137344,0,1012,10,2023-11-08 05:00:00
"16206","LGA",2023,11,8,6,53,36,52.3,NA,NA,NA,0,1012.9,10,2023-11-08 06:00:00
"16207","LGA",2023,11,8,7,51,35,54.12,320,17.2617,19.864419126,0,1013.2,10,2023-11-08 07:00:00
"16208","LGA",2023,11,8,8,49,33,53.82,320,18.41248,21.1887137344,0,1014.5,10,2023-11-08 08:00:00
"16209","LGA",2023,11,8,9,48,32,53.67,NA,NA,NA,0,1015.2,10,2023-11-08 09:00:00
"16210","LGA",2023,11,8,10,47,30,51.39,310,14.96014,17.2158299092,0,1016.2,10,2023-11-08 10:00:00
"16211","LGA",2023,11,8,11,45,30,55.43,NA,NA,NA,0,1017.1,10,2023-11-08 11:00:00
"16212","LGA",2023,11,8,12,44,28,53.07,310,18.41248,21.1887137344,0,1018.4,10,2023-11-08 12:00:00
"16213","LGA",2023,11,8,13,45,27,49.02,330,17.2617,19.864419126,0,1019,10,2023-11-08 13:00:00
"16214","LGA",2023,11,8,14,45,25,45.12,330,16.11092,18.5401245176,0,1019,10,2023-11-08 14:00:00
"16215","LGA",2023,11,8,15,47,24,40.12,330,11.5078,13.242946084,0,1020,10,2023-11-08 15:00:00
"16216","LGA",2023,11,8,16,48,21,34.05,330,10.35702,11.9186514756,0,1019.5,10,2023-11-08 16:00:00
"16217","LGA",2023,11,8,17,48,20,32.64,330,11.5078,13.242946084,0,1018.7,10,2023-11-08 17:00:00
"16218","LGA",2023,11,8,18,49,21,32.8,350,11.5078,13.242946084,0,1018,10,2023-11-08 18:00:00
"16219","LGA",2023,11,8,19,49,18,28.86,350,4.60312,5.2971784336,0,1018,10,2023-11-08 19:00:00
"16220","LGA",2023,11,8,20,50,20,30.29,340,5.7539,6.621473042,0,1018,10,2023-11-08 20:00:00
"16221","LGA",2023,11,8,21,50,21,31.6,340,5.7539,6.621473042,0,1018.8,10,2023-11-08 21:00:00
"16222","LGA",2023,11,8,22,50,21,31.6,330,9.20624,10.5943568672,0,1019.3,10,2023-11-08 22:00:00
"16223","LGA",2023,11,8,23,49,23,35.69,310,8.05546,9.2700622588,0,1019.4,10,2023-11-08 23:00:00
"16224","LGA",2023,11,9,0,47,23,38.48,40,12.65858,14.5672406924,0,1018.9,10,2023-11-09
"16225","LGA",2023,11,9,1,46,24,41.67,40,12.65858,14.5672406924,0,1018.8,10,2023-11-09 01:00:00
"16226","LGA",2023,11,9,2,45,22,39.79,30,9.20624,10.5943568672,0,1018.5,10,2023-11-09 02:00:00
"16227","LGA",2023,11,9,3,45,26,47.04,30,5.7539,6.621473042,0,1018,10,2023-11-09 03:00:00
"16228","LGA",2023,11,9,4,45,26,47.04,80,5.7539,6.621473042,0,1017.9,10,2023-11-09 04:00:00
"16229","LGA",2023,11,9,5,44,25,46.88,40,5.7539,6.621473042,0,1017.4,10,2023-11-09 05:00:00
"16230","LGA",2023,11,9,6,44,25,46.88,70,5.7539,6.621473042,0,1016.9,10,2023-11-09 06:00:00
"16231","LGA",2023,11,9,7,44,25,46.88,90,8.05546,9.2700622588,0,1015.8,10,2023-11-09 07:00:00
"16232","LGA",2023,11,9,8,44,26,48.86,110,8.05546,9.2700622588,0,1015.1,10,2023-11-09 08:00:00
"16233","LGA",2023,11,9,9,44,27,50.93,80,5.7539,6.621473042,0,1014.6,10,2023-11-09 09:00:00
"16234","LGA",2023,11,9,10,44,30,57.59,90,8.05546,9.2700622588,0,1013.7,10,2023-11-09 10:00:00
"16235","LGA",2023,11,9,11,46,32,57.87,80,5.7539,6.621473042,0,1012.8,10,2023-11-09 11:00:00
"16236","LGA",2023,11,9,12,49,36,60.66,0,0,0,0,1012.3,10,2023-11-09 12:00:00
"16237","LGA",2023,11,9,13,50,37,60.79,30,4.60312,5.2971784336,0,1011.5,10,2023-11-09 13:00:00
"16238","LGA",2023,11,9,14,52,40,63.48,50,4.60312,5.2971784336,0,1010.9,10,2023-11-09 14:00:00
"16239","LGA",2023,11,9,15,55,44,66.36,80,5.7539,6.621473042,0,1010.5,10,2023-11-09 15:00:00
"16240","LGA",2023,11,9,16,56,44,63.99,330,2.30156,2.6485892168,0,1009.3,10,2023-11-09 16:00:00
"16241","LGA",2023,11,9,17,57,46,66.59,320,5.7539,6.621473042,0,1009.4,10,2023-11-09 17:00:00
"16242","LGA",2023,11,9,18,56,45,66.48,280,5.7539,6.621473042,0,1009.1,10,2023-11-09 18:00:00
"16243","LGA",2023,11,9,19,58,45,61.85,320,4.60312,5.2971784336,0,1009.1,10,2023-11-09 19:00:00
"16244","LGA",2023,11,9,20,57,44,61.72,330,5.7539,6.621473042,0,1009.8,10,2023-11-09 20:00:00
"16245","LGA",2023,11,9,21,56,43,61.59,0,0,0,0,1010.4,10,2023-11-09 21:00:00
"16246","LGA",2023,11,9,22,56,43,61.59,40,2.30156,2.6485892168,0,1011.7,10,2023-11-09 22:00:00
"16247","LGA",2023,11,9,23,56,44,63.99,0,0,0,0,1012.3,10,2023-11-09 23:00:00
"16248","LGA",2023,11,10,0,54,45,71.5,0,0,0,0,1012.9,10,2023-11-10
"16249","LGA",2023,11,10,1,55,46,71.6,0,0,0,0,1014,10,2023-11-10 01:00:00
"16250","LGA",2023,11,10,2,53,44,71.39,10,5.7539,6.621473042,0,1014.9,10,2023-11-10 02:00:00
"16251","LGA",2023,11,10,3,52,43,71.28,20,5.7539,6.621473042,0,1015.4,10,2023-11-10 03:00:00
"16252","LGA",2023,11,10,4,52,42,68.59,60,4.60312,5.2971784336,0,1016,10,2023-11-10 04:00:00
"16253","LGA",2023,11,10,5,52,37,56.45,330,8.05546,9.2700622588,0,1016.4,10,2023-11-10 05:00:00
"16254","LGA",2023,11,10,6,52,36,54.26,330,8.05546,9.2700622588,0,1016.8,10,2023-11-10 06:00:00
"16255","LGA",2023,11,10,7,52,35,52.15,330,5.7539,6.621473042,0,1016.6,10,2023-11-10 07:00:00
"16256","LGA",2023,11,10,8,52,32,46.25,320,8.05546,9.2700622588,0,1016.7,10,2023-11-10 08:00:00
"16257","LGA",2023,11,10,9,53,32,44.58,290,5.7539,6.621473042,0,1017.6,10,2023-11-10 09:00:00
"16258","LGA",2023,11,10,10,53,31,42.81,260,4.60312,5.2971784336,0,1018.1,10,2023-11-10 10:00:00
"16259","LGA",2023,11,10,11,53,31,42.81,290,8.05546,9.2700622588,0,1018.9,10,2023-11-10 11:00:00
"16260","LGA",2023,11,10,12,53,29,39.47,300,11.5078,13.242946084,0,1019.9,10,2023-11-10 12:00:00
"16261","LGA",2023,11,10,13,53,28,37.88,240,12.65858,14.5672406924,0,1019.8,10,2023-11-10 13:00:00
"16262","LGA",2023,11,10,14,53,29,39.47,260,9.20624,10.5943568672,0,1019.7,10,2023-11-10 14:00:00
"16263","LGA",2023,11,10,15,53,28,37.88,260,8.05546,9.2700622588,0,1020.1,10,2023-11-10 15:00:00
"16264","LGA",2023,11,10,16,53,26,34.88,290,8.05546,9.2700622588,0,1019.7,10,2023-11-10 16:00:00
"16265","LGA",2023,11,10,17,54,26,33.63,260,10.35702,11.9186514756,0,1019.4,10,2023-11-10 17:00:00
"16266","LGA",2023,11,10,18,53,27,36.36,240,11.5078,13.242946084,0,1018.7,10,2023-11-10 18:00:00
"16267","LGA",2023,11,10,19,53,28,37.88,260,11.5078,13.242946084,0,1018.5,10,2023-11-10 19:00:00
"16268","LGA",2023,11,10,20,53,29,39.47,240,11.5078,13.242946084,0,1018.3,10,2023-11-10 20:00:00
"16269","LGA",2023,11,10,21,52,31,44.42,260,11.5078,13.242946084,0,1018.7,10,2023-11-10 21:00:00
"16270","LGA",2023,11,10,22,51,33,49.96,240,8.05546,9.2700622588,0,1019.4,10,2023-11-10 22:00:00
"16271","LGA",2023,11,10,23,50,35,56.16,230,9.20624,10.5943568672,0,1019.9,10,2023-11-10 23:00:00
"16272","LGA",2023,11,11,0,49,36,60.66,230,10.35702,11.9186514756,0,1020.1,10,2023-11-11
"16273","LGA",2023,11,11,1,48,36,62.97,230,12.65858,14.5672406924,0,1020.7,10,2023-11-11 01:00:00
"16274","LGA",2023,11,11,2,48,37,65.51,230,9.20624,10.5943568672,0,1021,10,2023-11-11 02:00:00
"16275","LGA",2023,11,11,3,48,37,65.51,250,9.20624,10.5943568672,0,1021.3,10,2023-11-11 03:00:00
"16276","LGA",2023,11,11,4,48,36,62.97,260,14.96014,17.2158299092,0,1021.3,10,2023-11-11 04:00:00
"16277","LGA",2023,11,11,5,48,37,65.51,260,12.65858,14.5672406924,0,1021.8,10,2023-11-11 05:00:00
"16278","LGA",2023,11,11,6,48,37,65.51,290,12.65858,14.5672406924,0,1022.1,10,2023-11-11 06:00:00
"16279","LGA",2023,11,11,7,48,37,65.51,300,11.5078,13.242946084,0,1022.3,10,2023-11-11 07:00:00
"16280","LGA",2023,11,11,8,48,36,62.97,310,9.20624,10.5943568672,0,1022.8,10,2023-11-11 08:00:00
"16281","LGA",2023,11,11,9,47,36,65.38,300,8.05546,9.2700622588,0,1023.6,10,2023-11-11 09:00:00
"16282","LGA",2023,11,11,10,47,35,62.84,320,8.05546,9.2700622588,0,1024.1,10,2023-11-11 10:00:00
"16283","LGA",2023,11,11,11,47,35,62.84,310,8.05546,9.2700622588,0,1024.9,10,2023-11-11 11:00:00
"16284","LGA",2023,11,11,12,49,35,58.3,310,9.20624,10.5943568672,0,1025.8,10,2023-11-11 12:00:00
"16285","LGA",2023,11,11,13,50,34,53.97,310,11.5078,13.242946084,0,1026.3,10,2023-11-11 13:00:00
"16286","LGA",2023,11,11,14,50,32,49.81,310,12.65858,14.5672406924,0,1026.3,10,2023-11-11 14:00:00
"16287","LGA",2023,11,11,15,52,30,42.65,320,11.5078,13.242946084,0,1026.4,10,2023-11-11 15:00:00
"16288","LGA",2023,11,11,16,53,29,39.47,300,11.5078,13.242946084,0,1026.2,10,2023-11-11 16:00:00
"16289","LGA",2023,11,11,17,55,31,39.8,310,10.35702,11.9186514756,0,1025.8,10,2023-11-11 17:00:00
"16290","LGA",2023,11,11,18,53,30,41.11,330,11.5078,13.242946084,0,1025.8,10,2023-11-11 18:00:00
"16291","LGA",2023,11,11,19,54,31,41.27,310,11.5078,13.242946084,0,1026,10,2023-11-11 19:00:00
"16292","LGA",2023,11,11,20,53,30,41.11,330,12.65858,14.5672406924,0,1026.7,10,2023-11-11 20:00:00
"16293","LGA",2023,11,11,21,51,29,42.49,340,16.11092,18.5401245176,0,1027.5,10,2023-11-11 21:00:00
"16294","LGA",2023,11,11,22,50,29,44.1,330,12.65858,14.5672406924,0,1028.3,10,2023-11-11 22:00:00
"16295","LGA",2023,11,11,23,48,29,47.52,330,12.65858,14.5672406924,0,1029,10,2023-11-11 23:00:00
"16296","LGA",2023,11,12,0,48,29,47.52,340,11.5078,13.242946084,0,1029.6,10,2023-11-12
"16297","LGA",2023,11,12,1,47,28,47.36,330,16.11092,18.5401245176,0,1030.1,10,2023-11-12 01:00:00
"16298","LGA",2023,11,12,2,46,28,49.18,330,11.5078,13.242946084,0,1030.5,10,2023-11-12 02:00:00
"16299","LGA",2023,11,12,3,44,28,53.07,340,11.5078,13.242946084,0,1030.6,10,2023-11-12 03:00:00
"16300","LGA",2023,11,12,4,43,27,52.91,10,9.20624,10.5943568672,0,1030.9,10,2023-11-12 04:00:00
"16301","LGA",2023,11,12,5,42,26,52.76,10,9.20624,10.5943568672,0,1031.2,10,2023-11-12 05:00:00
"16302","LGA",2023,11,12,6,40,27,59.41,30,5.7539,6.621473042,0,1031.2,10,2023-11-12 06:00:00
"16303","LGA",2023,11,12,7,39,26,59.27,20,10.35702,11.9186514756,0,1031.5,10,2023-11-12 07:00:00
"16304","LGA",2023,11,12,8,38,25,59.13,20,8.05546,9.2700622588,0,1031.7,10,2023-11-12 08:00:00
"16305","LGA",2023,11,12,9,38,25,59.13,30,10.35702,11.9186514756,0,1032.1,10,2023-11-12 09:00:00
"16306","LGA",2023,11,12,10,38,25,59.13,360,8.05546,9.2700622588,0,1032.5,10,2023-11-12 10:00:00
"16307","LGA",2023,11,12,11,38,25,59.13,20,12.65858,14.5672406924,0,1032.9,10,2023-11-12 11:00:00
"16308","LGA",2023,11,12,12,38,24,56.71,20,12.65858,14.5672406924,0,1033.3,10,2023-11-12 12:00:00
"16309","LGA",2023,11,12,13,40,24,52.45,30,10.35702,11.9186514756,0,1033.5,10,2023-11-12 13:00:00
"16310","LGA",2023,11,12,14,41,24,50.46,30,10.35702,11.9186514756,0,1033.1,10,2023-11-12 14:00:00
"16311","LGA",2023,11,12,15,43,26,50.77,70,8.05546,9.2700622588,0,1032.8,10,2023-11-12 15:00:00
"16312","LGA",2023,11,12,16,42,24,48.55,50,8.05546,9.2700622588,0,1032.5,10,2023-11-12 16:00:00
"16313","LGA",2023,11,12,17,44,25,46.88,0,0,0,0,1031.4,10,2023-11-12 17:00:00
"16314","LGA",2023,11,12,18,45,24,43.28,0,0,0,0,1030.8,10,2023-11-12 18:00:00
"16315","LGA",2023,11,12,19,45,25,45.12,340,9.20624,10.5943568672,0,1030.3,10,2023-11-12 19:00:00
"16316","LGA",2023,11,12,20,45,25,45.12,360,5.7539,6.621473042,0,1030,10,2023-11-12 20:00:00
"16317","LGA",2023,11,12,21,43,25,48.7,20,5.7539,6.621473042,0,1030.2,10,2023-11-12 21:00:00
"16318","LGA",2023,11,12,22,44,25,46.88,20,9.20624,10.5943568672,0,1030.6,10,2023-11-12 22:00:00
"16319","LGA",2023,11,12,23,43,25,48.7,20,8.05546,9.2700622588,0,1030.6,10,2023-11-12 23:00:00
"16320","LGA",2023,11,13,0,42,24,48.55,30,5.7539,6.621473042,0,1030.5,10,2023-11-13
"16321","LGA",2023,11,13,1,44,23,43.11,30,5.7539,6.621473042,0,1030.5,10,2023-11-13 01:00:00
"16322","LGA",2023,11,13,2,41,24,50.46,30,9.20624,10.5943568672,0,1030.5,10,2023-11-13 02:00:00
"16323","LGA",2023,11,13,3,41,22,46.39,360,5.7539,6.621473042,0,1030.6,10,2023-11-13 03:00:00
"16324","LGA",2023,11,13,4,40,22,48.22,360,8.05546,9.2700622588,0,1030.5,10,2023-11-13 04:00:00
"16325","LGA",2023,11,13,5,39,21,48.06,10,5.7539,6.621473042,0,1030.7,10,2023-11-13 05:00:00
"16326","LGA",2023,11,13,6,38,22,52.14,10,5.7539,6.621473042,0,1030.4,10,2023-11-13 06:00:00
"16327","LGA",2023,11,13,7,38,23,54.39,10,5.7539,6.621473042,0,1030.1,10,2023-11-13 07:00:00
"16328","LGA",2023,11,13,8,38,24,56.71,20,5.7539,6.621473042,0,1029.5,10,2023-11-13 08:00:00
"16329","LGA",2023,11,13,9,37,25,61.5,20,5.7539,6.621473042,0,1028.7,10,2023-11-13 09:00:00
"16330","LGA",2023,11,13,10,37,25,61.5,10,5.7539,6.621473042,0,1028.8,10,2023-11-13 10:00:00
"16331","LGA",2023,11,13,11,37,24,58.99,20,4.60312,5.2971784336,0,1029.2,10,2023-11-13 11:00:00
"16332","LGA",2023,11,13,12,40,26,57.01,40,5.7539,6.621473042,0,1029.4,10,2023-11-13 12:00:00
"16333","LGA",2023,11,13,13,41,27,57.15,50,4.60312,5.2971784336,0,1028.9,10,2023-11-13 13:00:00
"16334","LGA",2023,11,13,14,43,28,55.14,90,5.7539,6.621473042,0,1028.3,10,2023-11-13 14:00:00
"16335","LGA",2023,11,13,15,45,26,47.04,40,5.7539,6.621473042,0,1027.2,10,2023-11-13 15:00:00
"16336","LGA",2023,11,13,16,47,25,41.83,200,6.90468,7.9457676504,0,1025.9,10,2023-11-13 16:00:00
"16337","LGA",2023,11,13,17,47,27,45.45,240,6.90468,7.9457676504,0,1024.5,10,2023-11-13 17:00:00
"16338","LGA",2023,11,13,18,48,28,45.61,200,8.05546,9.2700622588,0,1023.5,10,2023-11-13 18:00:00
"16339","LGA",2023,11,13,19,48,26,42,190,4.60312,5.2971784336,0,1022.7,10,2023-11-13 19:00:00
"16340","LGA",2023,11,13,20,47,29,49.34,160,11.5078,13.242946084,0,1021.5,10,2023-11-13 20:00:00
"16341","LGA",2023,11,13,21,46,30,53.37,180,6.90468,7.9457676504,0,1021.6,10,2023-11-13 21:00:00
"16342","LGA",2023,11,13,22,47,31,53.52,210,8.05546,9.2700622588,0,1022.3,10,2023-11-13 22:00:00
"16343","LGA",2023,11,13,23,48,32,53.67,220,8.05546,9.2700622588,1e-04,1021.7,10,2023-11-13 23:00:00
"16344","LGA",2023,11,14,0,48,29,47.52,210,4.60312,5.2971784336,0,1021.2,10,2023-11-14
"16345","LGA",2023,11,14,1,47,29,49.34,180,5.7539,6.621473042,0,1021,10,2023-11-14 01:00:00
"16346","LGA",2023,11,14,2,48,29,47.52,210,8.05546,9.2700622588,0,1020.8,10,2023-11-14 02:00:00
"16347","LGA",2023,11,14,3,48,31,51.54,230,9.20624,10.5943568672,0,1020.7,10,2023-11-14 03:00:00
"16348","LGA",2023,11,14,4,47,32,55.73,240,9.20624,10.5943568672,0,1020.3,10,2023-11-14 04:00:00
"16349","LGA",2023,11,14,5,47,32,55.73,240,6.90468,7.9457676504,0,1020.3,10,2023-11-14 05:00:00
"16350","LGA",2023,11,14,6,46,32,57.87,270,8.05546,9.2700622588,0,1020.4,10,2023-11-14 06:00:00
"16351","LGA",2023,11,14,7,47,32,55.73,290,14.96014,17.2158299092,0,1020.3,10,2023-11-14 07:00:00
"16352","LGA",2023,11,14,8,46,33,60.25,330,9.20624,10.5943568672,0,1020.2,10,2023-11-14 08:00:00
"16353","LGA",2023,11,14,9,46.4,33.8,61.28,310,9.20624,10.5943568672,0,1020.7,10,2023-11-14 09:00:00
"16354","LGA",2023,11,14,10,48,32,53.67,290,13.80936,15.8915353008,0,1021.4,10,2023-11-14 10:00:00
"16355","LGA",2023,11,14,11,47,33,58.01,310,10.35702,11.9186514756,0,1022.5,10,2023-11-14 11:00:00
"16356","LGA",2023,11,14,12,48,33,55.87,300,17.2617,19.864419126,0,1022.5,10,2023-11-14 12:00:00
"16357","LGA",2023,11,14,13,49,33,53.82,300,18.41248,21.1887137344,0,1024.3,10,2023-11-14 13:00:00
"16358","LGA",2023,11,14,14,51,34,52,310,21.86482,25.1615975596,0,1024.9,10,2023-11-14 14:00:00
"16359","LGA",2023,11,14,15,51,33,49.96,330,23.0156,26.485892168,0,1025.3,10,2023-11-14 15:00:00
"16360","LGA",2023,11,14,16,52,32,46.25,310,19.56326,22.5130083428,0,1025.1,10,2023-11-14 16:00:00
"16361","LGA",2023,11,14,17,53,32,44.58,310,18.41248,21.1887137344,0,1025,10,2023-11-14 17:00:00
"16362","LGA",2023,11,14,18,53,30,41.11,350,18.41248,21.1887137344,0,1025.1,10,2023-11-14 18:00:00
"16363","LGA",2023,11,14,19,53,30,41.11,340,19.56326,22.5130083428,0,1025.2,10,2023-11-14 19:00:00
"16364","LGA",2023,11,14,20,52,30,42.65,320,16.11092,18.5401245176,0,1026,10,2023-11-14 20:00:00
"16365","LGA",2023,11,14,21,51,30,44.26,320,14.96014,17.2158299092,0,1026.7,10,2023-11-14 21:00:00
"16366","LGA",2023,11,14,22,50,29,44.1,330,12.65858,14.5672406924,0,1027.5,10,2023-11-14 22:00:00
"16367","LGA",2023,11,14,23,48,30,49.49,330,12.65858,14.5672406924,0,1028.4,10,2023-11-14 23:00:00
"16368","LGA",2023,11,15,0,47,30,51.39,340,12.65858,14.5672406924,0,1029.2,10,2023-11-15
"16369","LGA",2023,11,15,1,47,29,49.34,340,8.05546,9.2700622588,0,1029.3,10,2023-11-15 01:00:00
"16370","LGA",2023,11,15,2,46,29,51.24,330,9.20624,10.5943568672,0,1029.4,10,2023-11-15 02:00:00
"16371","LGA",2023,11,15,3,45,30,55.43,340,8.05546,9.2700622588,0,1029,10,2023-11-15 03:00:00
"16372","LGA",2023,11,15,4,44,30,57.59,360,8.05546,9.2700622588,0,1029.2,10,2023-11-15 04:00:00
"16373","LGA",2023,11,15,5,44,31,59.97,360,5.7539,6.621473042,0,1029.2,10,2023-11-15 05:00:00
"16374","LGA",2023,11,15,6,43,30,59.83,10,5.7539,6.621473042,0,1029.9,10,2023-11-15 06:00:00
"16375","LGA",2023,11,15,7,43,30,59.83,360,5.7539,6.621473042,0,1030.1,10,2023-11-15 07:00:00
"16376","LGA",2023,11,15,8,42,30,62.18,360,2.30156,2.6485892168,0,1030.1,10,2023-11-15 08:00:00
"16377","LGA",2023,11,15,9,42,30,62.18,360,4.60312,5.2971784336,0,1030.3,10,2023-11-15 09:00:00
"16378","LGA",2023,11,15,10,42,30,62.18,340,2.30156,2.6485892168,0,1030.7,10,2023-11-15 10:00:00
"16379","LGA",2023,11,15,11,42,30,62.18,0,0,0,0,1031.1,10,2023-11-15 11:00:00
"16380","LGA",2023,11,15,12,44,33,65.01,0,0,0,0,1031.2,10,2023-11-15 12:00:00
"16381","LGA",2023,11,15,13,45,32,60.11,80,2.30156,2.6485892168,0,1031.4,10,2023-11-15 13:00:00
"16382","LGA",2023,11,15,14,48,31,51.54,240,2.30156,2.6485892168,0,1031.1,10,2023-11-15 14:00:00
"16383","LGA",2023,11,15,15,50,31,47.83,180,2.30156,2.6485892168,0,1030.6,10,2023-11-15 15:00:00
"16384","LGA",2023,11,15,16,51,31,46.09,210,5.7539,6.621473042,0,1029.9,10,2023-11-15 16:00:00
"16385","LGA",2023,11,15,17,51,32,47.99,230,10.35702,11.9186514756,0,1028.9,10,2023-11-15 17:00:00
"16386","LGA",2023,11,15,18,53,31,42.81,200,9.20624,10.5943568672,0,1027.9,10,2023-11-15 18:00:00
"16387","LGA",2023,11,15,19,52,32,46.25,200,10.35702,11.9186514756,0,1027.1,10,2023-11-15 19:00:00
"16388","LGA",2023,11,15,20,51,34,52,170,10.35702,11.9186514756,0,1027,10,2023-11-15 20:00:00
"16389","LGA",2023,11,15,21,51,33,49.96,190,10.35702,11.9186514756,0,1026.3,10,2023-11-15 21:00:00
"16390","LGA",2023,11,15,22,51,33,49.96,200,11.5078,13.242946084,0,1026.4,10,2023-11-15 22:00:00
"16391","LGA",2023,11,15,23,51,35,54.12,190,5.7539,6.621473042,0,1026,10,2023-11-15 23:00:00
"16392","LGA",2023,11,16,0,50,35,56.16,200,5.7539,6.621473042,0,1025.5,10,2023-11-16
"16393","LGA",2023,11,16,1,50,35,56.16,220,9.20624,10.5943568672,0,1025.9,10,2023-11-16 01:00:00
"16394","LGA",2023,11,16,2,50,34,53.97,210,11.5078,13.242946084,0,1025.7,10,2023-11-16 02:00:00
"16395","LGA",2023,11,16,3,50,35,56.16,230,12.65858,14.5672406924,0,1025.1,10,2023-11-16 03:00:00
"16396","LGA",2023,11,16,4,50,35,56.16,220,10.35702,11.9186514756,0,1024.9,10,2023-11-16 04:00:00
"16397","LGA",2023,11,16,5,50,35,56.16,230,8.05546,9.2700622588,0,1024.5,10,2023-11-16 05:00:00
"16398","LGA",2023,11,16,6,49,36,60.66,220,10.35702,11.9186514756,0,1024.2,10,2023-11-16 06:00:00
"16399","LGA",2023,11,16,7,48,37,65.51,220,8.05546,9.2700622588,0,1024.1,10,2023-11-16 07:00:00
"16400","LGA",2023,11,16,8,48,37,65.51,230,9.20624,10.5943568672,0,1023.9,10,2023-11-16 08:00:00
"16401","LGA",2023,11,16,9,47,36,65.38,200,4.60312,5.2971784336,0,1023.9,10,2023-11-16 09:00:00
"16402","LGA",2023,11,16,10,47,36,65.38,200,8.05546,9.2700622588,0,1024,10,2023-11-16 10:00:00
"16403","LGA",2023,11,16,11,47,36,65.38,190,4.60312,5.2971784336,0,1024.3,10,2023-11-16 11:00:00
"16404","LGA",2023,11,16,12,49,38,65.63,0,0,0,0,1024.8,10,2023-11-16 12:00:00
"16405","LGA",2023,11,16,13,53,37,54.41,220,5.7539,6.621473042,0,1024.9,10,2023-11-16 13:00:00
"16406","LGA",2023,11,16,14,56,37,48.77,320,9.20624,10.5943568672,0,1024.7,10,2023-11-16 14:00:00
"16407","LGA",2023,11,16,15,58,38,47.2,280,5.7539,6.621473042,0,1024.3,10,2023-11-16 15:00:00
"16408","LGA",2023,11,16,16,60,37,42.24,320,8.05546,9.2700622588,0,1023.6,10,2023-11-16 16:00:00
"16409","LGA",2023,11,16,17,64,35,33.89,320,8.05546,9.2700622588,0,1022.7,10,2023-11-16 17:00:00
"16410","LGA",2023,11,16,18,65,33,30.21,210,5.7539,6.621473042,0,1021.9,10,2023-11-16 18:00:00
"16411","LGA",2023,11,16,19,65,31,27.87,240,8.05546,9.2700622588,0,1021.9,10,2023-11-16 19:00:00
"16412","LGA",2023,11,16,20,65,33,30.21,200,5.7539,6.621473042,0,1021.4,10,2023-11-16 20:00:00
"16413","LGA",2023,11,16,21,59,42,53.2,200,9.20624,10.5943568672,0,1021.6,10,2023-11-16 21:00:00
"16414","LGA",2023,11,16,22,59,46,61.98,170,10.35702,11.9186514756,0,1022,10,2023-11-16 22:00:00
"16415","LGA",2023,11,16,23,56,46,69.05,170,4.60312,5.2971784336,0,1022.1,10,2023-11-16 23:00:00
"16416","LGA",2023,11,17,0,57,45,64.12,180,4.60312,5.2971784336,0,1022,10,2023-11-17
"16417","LGA",2023,11,17,1,56,45,66.48,170,5.7539,6.621473042,0,1021.9,10,2023-11-17 01:00:00
"16418","LGA",2023,11,17,2,56,42,59.26,190,8.05546,9.2700622588,0,1021.6,10,2023-11-17 02:00:00
"16419","LGA",2023,11,17,3,57,40,52.9,200,5.7539,6.621473042,0,1021.5,10,2023-11-17 03:00:00
"16420","LGA",2023,11,17,4,53,40,61.19,190,5.7539,6.621473042,0,1021.2,10,2023-11-17 04:00:00
"16421","LGA",2023,11,17,5,53,39,58.85,190,5.7539,6.621473042,0,1020.9,10,2023-11-17 05:00:00
