establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code
6164414,M46552,Reel Cajun Foods,,930 Joplin Ave ,Baton Rouge,LA,70802,(225) 448-5613,2021-10-25,Meat Processing,,40,4015,Very Small,30.465421211191,-91.18167932666,East Baton Rouge Parish,22033
6164415,M46553+P46553+V46553,"Erie Bone Broth, LLC",,2203 Superior Ave. Unit B,Cleveland,OH,44116,(440) 623-9999,2020-06-17,Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,,50,5021,Very Small,41.508224006513,-81.677612989059,Cuyahoga County,39035
6164432,M46563+P46563,madinatraders mar,,181 Shore Court ,Burr Ridge,IL,60527,(773) 993-6494,2021-10-05,Meat Processing; Poultry Processing,Canaan Foods; Madina Foods; Qasri Hills; Tihama Hills,50,5006,Small,41.739697010135,-87.939331022994,DuPage County,17043
6164433,M46564,Wayne's Country Hams,,223 Ingram Road ,Statesville,NC,28625,(704) 437-3558,2022-03-25,Meat Processing,,80,80NC,Very Small,35.854189384661,-80.880816281252,Iredell County,37097
6164452,M46575,"Slab Factory of Plano, LLC",,801 18th Street ,Plano,TX,75074,(972) 881-1133,2021-07-16,Meat Processing,The Texas Slab Factory,40,4027,Very Small,33.024123009771,-96.704581965089,Collin County,48085
6164453,M46576+P46576,Alexis Wholesale Distribution,,1521 W. Roscrans Avenu ,Gardena,CA,90249,(310) 352-6403,2020-06-18,Meat Processing; Poultry Processing,,05,0535,Very Small,33.901957303974,-118.303136328682,Los Angeles County,06037
6164459,M46578+P46578+V46578,Ram Country Meats,,350 West Pitkin Street ,Fort Collins,CO,80523,(970) 491-7093,2021-10-06,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Meat,,15,1511,Very Small,40.572218010469,-105.082201988009,Larimer County,08069
6164460,M46579+P46579,Pelmeni Princess,,1219 S. Park Hill Rd. ,Tahlequah,OK,74464,(918) 822-4176,2021-08-16,Meat Processing,,40,4042,Very Small,35.900064863815,-94.974388292874,Cherokee County,40021
1111,M4657A+P4657A,Sun Ming Jan Inc.,,145 Noll Street ,Brooklyn,NY,11206,(718) 418-8221,2021-10-05,Meat Processing; Poultry Processing,,60,6024,Small,40.703135752447,-73.93109755308,Kings County,36047
6164463,M46581+P46581,Richard's Cajun Foods,,1186 East Ebey ,Church Point,LA,70525,(337) 684-6309,2021-10-06,Meat Processing; Poultry Processing,,40,4014,Small,30.412211896607,-92.202703452583,Acadia Parish,22001
6164466,M46583+P46583,McLane Classic Foods,,3165 S. Burleson Dr. ,Burleson,TX,76028,(817) 914-2213,2022-04-06,Meat Processing; Poultry Processing,,40,4025,Small,32.471881989609,-97.266466029578,Johnson County,48251
6164468,M46584+V46584,The Lamb Co-operative Inc.,,3A Gateway Boulevard ,Pedricktown,NJ,08067,(856) 478-6300,2022-10-25,Meat Processing; Voluntary Processing - Meat,Greenstone Meats,80,8013,Small,39.74013105954,-75.410912584239,Salem County,34033
6164469,M46585+P46585+I46585,Leader Meat Packing Corp.,,254 Sykesville Road ,Chesterfield,NJ,08515,(999) 999-9999,2020-04-09,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,,80,8012,Small,40.070106009985,-74.631334987763,Burlington County,34005
6164470,M46586+P46586,Gambino's Italian Eatery,,92 North White Horse Pike Street A ,Stratford,NJ,08084,(856) 333-6427,2020-04-16,Meat Processing; Poultry Processing,,80,8012,Very Small,39.834596228246,-75.00623241221,Camden County,34007
6164473,M46587,East Coast 1st Venture Inc.,,20508 Blackjack Rd ,Culpeper,VA,22701,(111) 111-1111,2021-08-03,Meat Processing; Meat Slaughter,Mecca Halal Processing Inc.,80,8019,Very Small,38.417021994673,-77.917068022265,Culpeper County,51047
6164475,M46588,The Jambalaya Shoppe Smokehouse,,1707 E. HWY 30 ,Gonzales,LA,70737,(225) 647-7773,2019-08-29,Meat Processing,,40,4015,Very Small,30.210738005215,-90.902117039497,Ascension Parish,22005
6164479,M46591+P46591,Five Star Breaktime Solutions,,1853 West North Main Street ,Lafayette,GA,30728,(706) 450-6702,2021-08-25,Meat Processing; Poultry Processing,,85,8507,Large,34.736337999225,-85.275971985085,Walker County,13295
6164483,M46594+P46594,"DTF Prep Seattle, LLC",,4025 1st Avenue South ,Seattle,WA,98134,(206) 906-9970,2021-07-23,Meat Processing; Poultry Processing,,15,1526,Very Small,47.567160904272,-122.334574898423,King County,53033
6164499,M46603+P46603,Gold Creek Foods LLC/Gold Creek Processing LLC,,2075 Memorial Park Drive ,Gainesville,GA,30504,(678) 928-6960,2026-01-13,Meat Processing; Poultry Processing,,85,8513,Very Small,34.269046461357,-83.859402266693,Hall County,13139
6164503,M46606+P46606,Pineland Farms Natural Meats,,92 Creamery Lane ,New Gloucester,ME,04260,(207) 688-1221,2026-03-27,Meat Processing; Poultry Processing,,60,6025,Small,43.908042807089,-70.262433667789,Cumberland County,23005
6164504,M46607+P46607,Fresh Express Incorporated,60-255-0789,1361 Southern Road ,Morrow,GA,30260,(678) 422-2150,2019-12-26,Meat Processing,,85,8505,Small,33.562463020702,-84.346833994774,Clayton County,13063
6164512,M46612+P46612+G46612,Midwest Kitchens,,6950 51st  Street ,Kenosha,WI,53144,(773) 406-8784,2019-11-06,Meat Processing; Poultry Processing,,25,2517,Small,42.591092010304,-87.893119998226,Kenosha County,55059
6164517,M46616+P46616,Tudo Bom LLC,,309 Walnut St. ,Elizabeth,NJ,07201,(908) 576-7000,2026-02-11,Meat Processing; Poultry Processing,,80,8020,Very Small,40.669286987125,-74.212633024069,Union County,34039
6164519,M46617+P46617,Tusan Commodities Inc,080846999,5366 Dixie Industrial Drive ,Lake City,GA,30260,(770) 362-9041,2021-10-25,Meat Processing; Poultry Processing,,85,8505,Very Small,33.610029985947,-84.343299010928,Clayton County,13063
6164521,M46619+V46619,Ke'Fruits llc,,"PR-887, Carolina Commercial Park Nave F",Carolina,PR,00985,(787) 306-2504,2021-12-08,Certification - Export; Meat Processing,CaboRojo Steaks; Finca Pastoreo; Fresh mart; Island Beef; Mi Gente; Puerto Steaks; muu,85,8544,Very Small,18.380898012957,-65.96974295842,Carolina,72031
1112,M4662+P4662+V4662,Piatkowski Riteway Meats Inc.,,3555 Witmer Road ,Niagara Falls,NY,14305,,2021-03-11,Certification - Export; Meat Processing; Poultry Processing,,60,6009,Very Small,43.129001023774,-79.014758290264,Niagara County,36063
6164525,M46622,"920 Fries Frozen Foods, LLC",,846 S. Gray Street ,Millen,GA,30442,(478) 982-5715,2021-10-25,Meat Processing; Meat Slaughter,,85,85GA,Very Small,32.7941190185,-81.948933015554,Jenkins County,13165
6168450,M46622A,920 Fries Frozen Foods,,846 S Gray St ,Millen,GA,30442,(478) 982-5715,2025-11-13,Meat Processing; Meat Slaughter,3F Processing; Nine Twenty Processing,85,85GA,Very Small,32.7941190185,-81.948933015554,Jenkins County,13165
6164528,M46624+P46624,Kibberia Foods LLC,,22 Shelter Rock Lane ,Danbury,CT,06810,(475) 329-5922,2021-08-11,Meat Processing; Poultry Processing,,60,6006,Small,41.387927979877,-73.421173996023,Western Connecticut Planning Region,
6167227,M46624A+P46624A,Kibberia Foods LLC,118907198,28 Eagle Road ,Danbury,CT,06810,(475) 329-5922,2023-07-27,Meat Processing; Poultry Processing,,60,6006,Very Small,41.412143004784,-73.421056984654,Western Connecticut Planning Region,
6164529,M46625+P46625,Los Mejores Tamales Production Corp.,,1001 E 28th Street # B,Hialeah,FL,33013,(786) 991-5979,2021-04-01,Meat Processing; Poultry Processing,,85,8530,Very Small,25.848418993805,-80.262096962082,Miami-Dade County,12086
6164544,M46633,The Steel Buffalo Butchery,,1500 Harmony Church Road ,Dawsonville,GA,30534,(706) 318-0226,2021-07-19,Meat Processing; Meat Slaughter,,85,8507,Very Small,34.392177012932,-84.01017502137,Dawson County,13085
6164546,M46635,"Quality Meat, Inc.",,485 N. 3rd E. ,Aberdeen,ID,83210,(208) 397-6328,2021-08-24,Meat Processing; Meat Slaughter,,15,1507,Very Small,42.949078987795,-112.83486798072,Bingham County,16011
6164548,M46637+P46637,Catskill Food Company LLC,,53 Main Street ,Delhi,NY,13753,(607) 746-8886,2021-08-02,Meat Processing; Poultry Processing,,60,6028,Very Small,42.27534785507,-74.91910097884,Delaware County,36025
6164549,M46638+P46638,Taylor Farms New England Inc.,,320 Commerce Paru Road ,North Kingstown,RI,02852,(831) 601-5198,2020-03-03,Meat Processing; Poultry Processing,,60,6029,Small,41.604645984063,-71.4403229912,Washington County,44009
6164556,M46644+P46644,Yellow Bowler Hat LLC,,407 Rayford Rd. #1 ,Spring,TX,77386,,2022-08-09,Meat Processing; Poultry Processing,Crispin & Sons; the handmade pie co.; the handmade pie company,40,4035,Very Small,30.128022995837,-95.437310037872,Montgomery County,48339
6164564,M46648+P46648,Amish Country Bakehouse,,457 E. North Street ,Carlisle,PA,17013,(717) 906-3111,2022-07-29,Meat Processing; Poultry Processing,,60,6005,Very Small,40.204150998129,-77.178126982031,Cumberland County,42041
6164572,M46654,Rovira Biscuit Corporation,,Mercedita Industrial Pasrk Lote F ,Ponce,PR,00717,(787) 651-2482,2022-01-20,Meat Processing,Eric,85,8540,Very Small,18.02129188,-66.57436983,Ponce,72113
6164573,M46655+P46655,"Bama Companies, Inc.",007220817,2745 E 11th Street ,Tulsa,OK,74104,(818) 732-2000,2021-07-16,Meat Processing; Poultry Processing,,40,4042,Very Small,36.148233002121,-95.950092997379,Tulsa County,40143
6164576,M46656,Attala Frozen Foods,,515 W Jefferson Street ,Kosciusko,MS,39090,(662) 289-2561,2024-07-25,Meat Processing; Meat Slaughter,,90,90MS,Very Small,33.05531098184,-89.600700004772,Attala County,28007
6164581,M46661+P46661+V46661,Miesfeld's Market,,4811 Venture Drive ,Sheboygan,WI,53083,(920) 565-6328,2022-02-04,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,25,2524,Small,43.797992986533,-87.771259028358,Sheboygan County,55117
6164582,M46662+P46662,"Great Lakes Cheese Company, Inc. - Wausau, WI",018218908,9912 Innovaton Way ,Wausau,WI,54401,(715) 842-3214,2022-02-08,Meat Processing; Poultry Processing,,25,2519,Small,44.963601522596,-89.763707402052,Marathon County,55073
6164589,M46666+P46666,Maryland Packaging LTD,,3610 Commerce Drive Suite 814,Halethorpe,MD,21227,(410) 540-9700,2021-07-20,Meat Processing; Poultry Processing,,80,8014,Very Small,39.253519000138,-76.675339022966,Baltimore County,24005
6164591,M46668,Vermont Salumi,,159 Main Street ,Barre,VT,05641,(802) 454-8300,2023-07-25,Meat Processing,,60,6026,Very Small,44.198847992438,-72.502609022196,Washington County,50023
6164600,M46673+P46673,Triple Sticks Foods LLC,,9200 West Main Street ,Belleville,IL,62223,(800) 468-3354,2023-06-19,Meat Processing; Meat Slaughter; Poultry Processing,,50,5007,Small,38.573680016479,-90.055736009989,St. Clair County,17163
6164620,M46684+P46684,Yushang Food Inc.,,185 South Port Road ,Spartanburg,SC,29316,(510) 735-6999,2021-10-27,Meat Processing; Poultry Processing,,85,8521,Very Small,34.914932006465,-81.967610997133,Spartanburg County,45083
6164631,M46689+P46689,Custom Cut Solutions,,102 Crow St. ,Albertville,AL,35950,(256) 660-2369,2021-10-25,Meat Processing; Poultry Processing,,90,9012,Large,34.254758015394,-86.184163012628,Marshall County,01095
6164634,M46690+P46690+V46690,Market House Meats,,1595 57th Street West ,Northfield,MN,55057,(612) 339-7720,2021-07-22,Meat Processing; Poultry Processing,Market House Meats; The Fish Guys,25,2512,Very Small,44.505027013135,-93.291319028144,Rice County,27131
6164635,M46691+P46691,Traditional Snacks,,"12905 W Okeechobee Road, # 5 ",Hialeah Gardens,FL,33018,(786) 339-3227,2022-05-05,Meat Processing; Poultry Processing,,85,8535,Very Small,25.890660013953,-80.37016601319,Miami-Dade County,12086
6164636,M46692,Trans-Packers Services Corp.,,4100 New Brunswick Ave ,Piscataway,NJ,08854,(732) 529-6783,2020-08-20,Meat Processing,,80,8020,Small,40.562513987796,-74.436796966212,Middlesex County,34023
6164637,M46693+P46693,United Fruit and Produce Co.,,2613 N Broadway ,St. Louis,MO,63102,(314) 621-9440,2021-08-03,Meat Processing; Poultry Processing,,35,3511,Small,38.652177000722,-90.190710970289,St. Louis city,29510
6167978,M46693A+P46693A,United Fruit and Produce Co.,,45 Produce Row ,St. Louis,MO,63102,(314) 621-9440,2024-04-17,Meat Processing; Poultry Processing,,35,3511,Small,38.65331119795,-90.189453349537,St. Louis city,29510
6164642,M46696+P46696,"American Country Foods, Inc.",,360 Gendron Road Unit #7,Plainfield,CT,06374,(508) 713-2990,2025-07-18,Meat Processing; Poultry Processing,,60,6029,Very Small,41.686043986904,-71.880466030855,Northeastern Connecticut Planning Region,
6164643,M46697+P46697,Miami Desserts Corp.,,"2445 W. 80th Street, Bay # 6 ",Hialeah,FL,33016,(786) 306-7894,2021-10-25,Meat Processing; Poultry Processing,,85,8535,Very Small,25.895618999328,-80.333047006434,Miami-Dade County,12086
125017,M46700+V46700,Cargill Meat Solutions Corporation,,2700 Yetter Court ,Camp Hill,PA,17011,(316) 291-2500,2021-10-28,Certification - Export; Meat Processing,Cargill Meat Solutions; Vantage Foods,60,6005,Large,40.212421002897,-76.931830959828,Cumberland County,42041
125776,M46706+P46706+V46706,Northeast Kingdom Processing LLC,,796 Industrial Parkway ,St. Johnsbury,VT,05819,(802) 748-2233,2021-08-02,Identification - Meat; Identification - Poultry; Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,60,6026,Very Small,44.497955997706,-72.013970972977,Caledonia County,50005
125780,M46707+P46707,Hartland Abattoir Corp,,7968 Ridge Road ,Gasport,NY,14067,(716) 772-7111,2021-07-20,Meat Processing; Meat Slaughter; Poultry Processing,,60,6009,Very Small,43.240298825894,-78.585490350884,Niagara County,36063
6162543,M46719A+P46719A,"New England Charcuterie, LLC",045576335,108 Clematis Drive Unit D,Waltham,MA,02453,(781) 693-9600,2024-12-05,Meat Processing; Poultry Processing,Parmacotto; Salt & Twine,60,6008,Very Small,42.383898572244,-71.198716308548,Middlesex County,25017
126140,M46723+P46723,"Romano's Originals, LLC",,4791 West Chester Pike ,Newtown Square,PA,19073,(610) 356-4099,2025-03-07,Meat Processing; Poultry Processing,A Casa; A Casa Enterprises; A Casa Pizza,60,6022,Very Small,39.976884997439,-75.438226021565,Delaware County,42045
6164664,M46728,VSU's Small Ruminant Mobile Meat Processing Lab,,4415 River Road ,Petersburg,VA,23806,,2022-03-18,Meat Processing; Meat Slaughter,,80,80VA,Very Small,37.233347786912,-77.442085629559,Chesterfield County,51041
6164667,M46730+P46730,"NGF Processing, LLC",041172720,367-A  Mckenzie Rd ,Petal,MS,39465,(601) 434-9081,2021-04-16,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,Nature's Gourmet Farm,90,90MS,Very Small,31.23705599049,-89.105936963626,Perry County,28111
6164674,M46734+P46734,Davis Meat Processing LLC,,39 Highway NN ,Jonesburg,MO,63351,(636) 488-5227,2021-07-19,Meat Processing; Meat Slaughter; Poultry Processing,,35,3508,Very Small,38.860796996793,-91.297318996534,Montgomery County,29139
6164677,M46737+P46737,Total Product Distributor Inc.,,48 Brooklyn Terminal Market ,Brooklyn,NY,11236,(718) 241-5840,2022-02-08,Meat Processing; Poultry Processing,Caribbean Deport,60,6018,Very Small,40.64164482301,-73.917248273722,Kings County,36047
6164679,M46739,Hepler Meats,,5696 Rt. 38 ,Emlenton,PA,16373,(814) 498-2813,2021-09-27,Meat Processing; Meat Slaughter,,60,6019,Very Small,41.274467982014,-79.65384999274,Venango County,42121
6164681,M46740,"Verde Farms, LLC",,3 Gateway Blvd ,Pedricktown,NJ,08067,,2021-08-04,Meat Processing,Verde Farms,80,8013,Small,39.740124982661,-75.410888025263,Salem County,34033
6164684,M46743+P46743,"Craftology, LLC dba Dutch Treat Foods",,3255 Production Ct. ,Zeeland,MI,49464,(616) 772-5921,2021-07-19,Meat Processing; Poultry Processing,,50,5009,Very Small,42.828345006718,-85.984058988273,Ottawa County,26139
6164690,M46747+P46747,"Ye Olde Kings Head, Inc.",,23527 Calabasas Road ,Calabasas,CA,91302,(818) 268-1929,2021-04-15,Meat Processing; Poultry Processing,Jolly Good; Ye Old King's Head,05,0515,Very Small,34.157671017646,-118.639415976889,Los Angeles County,06037
6164703,M46755+P46755,"Duque Foods Group, LLC",110203282,601 West 2675 North ,Cedar City,UT,84721,(435) 772-2508,2024-07-16,Meat Processing; Poultry Processing,,15,1532,Very Small,37.72551401878,-113.071348039932,Iron County,49021
6164706,M46758+P46758,"US Quality Meats, LLC",,3601 Frutas ,El Paso,TX,79905,(915) 222-8799,2021-07-18,Meat Processing; Poultry Processing,,40,4022,Very Small,31.774891997583,-106.450535024726,El Paso County,48141
6164735,M46766+P46766,GC Food Factory LLC,883286754,7258 NW 25 Street ,Miami,FL,33122,(786) 424-4104,2023-10-30,Meat Processing; Poultry Processing,,85,8530,Very Small,25.796105985435,-80.314763980133,Miami-Dade County,12086
6164719,M46767,Pott's Meats,,320 Potts Rd ,Wartrace,TN,37183,,2020-06-29,Meat Processing; Meat Slaughter,,90,9029,Small,35.531421990847,-86.312390959967,Bedford County,47003
6164721,M46769,We're The Wurst,,1810 SE 1st St Suite K,Redmond,OR,97756,(541) 633-9800,2022-04-06,Meat Processing,,15,1504,Very Small,44.259140991726,-121.168073975094,Deschutes County,41017
6164725,M46771,Cavo Greco Foods,111402826,532 East Meadow Avenue ,East Meadow,NY,11554,(516) 424-5181,2021-08-10,Meat Processing,,60,6017,Very Small,40.711221564892,-73.556042170877,Nassau County,36059
6164733,M46777+P46777,Bob's Processing Inc.,,70705 16th Ave. ,South Haven,MI,49090,(269) 637-5739,2020-02-12,Meat Processing; Poultry Processing,,50,5034,Very Small,42.359539001416,-86.231646997031,Van Buren County,26159
6164741,M46780+G46780+V46780,Michael Foods Egg Products Company,018076351,101 Delaware Street ,Norwalk,IA,50211,(704) 989-7239,2021-04-07,Certification - Export; Egg Product; Meat Processing; Voluntary Egg Products Inspection/Processing,,25,2509,Small,41.462178985338,-93.689275027108,Warren County,19181
6164745,M46783+P46783+V46783,"Chan and Chan USA, LLC",,2320 Avenue A ,Bethlehem,PA,18017,(610) 419-2929,2024-03-13,Certification - Export; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing,,60,6060,Very Small,40.650319997524,-75.427817038925,Lehigh County,42077
6164747,M46785,"Mama Lycha Foods, LLC",,727 Century Plaza Dr. ,Houston,TX,77073,(713) 263-0020,2019-07-10,Meat Processing,Frutilandia No 6,40,4035,Very Small,29.987212009722,-95.411751016701,Harris County,48201
6164752,M46787,Master Food,,3937 S. Lowe Ave. ,Chicago,IL,60609,(773) 927-9296,2021-10-25,Meat Processing,,50,5003,Very Small,41.822407996199,-87.641914024782,Cook County,17031
6164756,M46788+P46788,"Southeastern Mills, Inc.",,14 Superior Drive ,Rome,GA,30161,(706) 936-2487,2021-05-19,Meat Processing; Poultry Processing,Summit Hill Foods,85,8507,Small,34.170387999234,-85.198740961588,Floyd County,13115
6164765,M46794+P46794+V46794,Main Processing LLC,,101 S Main Street ,Detroit,TX,75436,(706) 575-5596,2021-11-15,Meat Processing; Meat Slaughter; Poultry Processing,Detroit Processing Plant,40,4027,Very Small,33.661925661228,-95.265682932455,Red River County,48387
6164766,M46795,Yaman Halal Meats Inc.,,6064 West State HWY 56 ,Savoy,TX,75479,(469) 610-1705,2022-01-03,Meat Processing; Meat Slaughter,,40,4027,Very Small,33.58114800117,-96.290939988704,Fannin County,48147
6164769,M46798+P46798,Century Frozen Foods Canovanas,,Carr 185 KM 0.8 ,Canovanas,PR,00729,(787) 876-9191,2022-04-05,Meat Processing; Poultry Processing,Kikuet,85,8544,Small,18.372244097165,-65.900395923105,Canóvanas,72029
125771,M46808+P46808,"Superior Sausage, LLC",,8000 Fernham Lane ,District Heights,MD,20747,(571) 249-6167,2020-04-30,Meat Processing; Poultry Processing,Stachowski Brand Charcuterie,80,8006,Very Small,38.847497514844,-76.868261432679,Prince George's County,24033
125787,M46809+P46809,P & J Meat Market Corp,,211 Miller Street ,Newark,NJ,07114,(973) 504-8130,2014-01-20,Meat Processing; Poultry Processing,,80,8016,Very Small,40.717694992534,-74.177962035955,Essex County,34013
126410,M46810+P46810,"International Blessed Foods, Inc.",,1349 Lockland Avenue ,Winston-Salem,NC,27103,(336) 341-3226,2021-07-29,Meat Processing; Poultry Processing,"Blessed Foods, Inc.",80,8007,Very Small,36.071303517591,-80.264121443156,Forsyth County,37067
126121,M46815,"Cook Out, Inc",,2601 Randleman Road ,Greensboro,NC,27406,(336) 313-5226,2014-11-12,Meat Processing,,80,80NC,Small,36.029994774624,-79.801322370675,Guilford County,37081
126186,M46816+P46816,"Depalo Foods, Inc.",,2010 Oaks Parkway ,Belmont,NC,28012,,2021-07-23,Meat Processing; Poultry Processing,,80,8003,Small,35.267729454333,-81.054868344709,Gaston County,37071
126372,M46818+P46818,World Class Kitchens-Freehold,,101 Commerce Drive ,Freehold,NJ,07728,(908) 925-1550,2020-04-16,Meat Processing; Poultry Processing,Dearborn Farms; Dearborn Markets,80,8012,Small,40.25117200811,-74.239923997894,Monmouth County,34025
126396,M46819+P46819,"Island Bwoy Cuisine, LLC.",032182550,4505 Beech Road ,Temple Hills,MD,20748,(301) 801-1719,2018-01-17,Meat Processing; Poultry Processing,,80,8006,Very Small,38.824416938622,-76.940127199953,Prince George's County,24033
126481,M46822+P46822,"Mitchell's Meat Processing, LLC.",,401 Mitchell Street ,Walnut Cove,NC,27052,,2021-10-06,Meat Processing; Meat Slaughter; Poultry Processing,,80,80NC,Very Small,36.296977040496,-80.145044103332,Stokes County,37169
6168180,M46822A+P46822A,"Mitchell's Butchery, Inc",,2678 NC HWY 89 E ,Walnut Cove,NC,27052,(336) 591-1052,2025-10-22,Meat Processing; Poultry Processing,,80,80NC,Very Small,36.367305147633,-80.181208411316,Stokes County,37169
6168585,M46822B+P46822B,"Mitchell's Chop Shop, Inc.",,127 S. Main St. ,King,NC,27021,(336) 937-6328,2025-11-04,Meat Processing; Poultry Processing,,80,80NC,Very Small,36.281193380028,-80.358591395282,Stokes County,37169
126505,M46824+P46824,"Fresh Halal Meat, Inc.",,1464 Rhodes Road ,Lexington,NC,27292,(336) 259-0742,2016-08-24,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,,80,80NC,Very Small,35.764541870805,-80.198791297245,Davidson County,37057
126558,M46828+P46828+V46828,Dean Street Processing,,5645 Deans Street ,Bailey,NC,27807,,2016-05-31,Meat Processing; Poultry Processing,,80,80NC,Very Small,35.777958741308,-78.104413281243,Nash County,37127
6486,M4683+P4683,"Loke Enterprises, Inc.",081469873,400 Drew Court ,King of Prussia,PA,19406,(215) 426-4103,2025-12-05,Meat Processing; Poultry Processing,Ashley Foods,60,6060,Small,40.087133217644,-75.350416030432,Montgomery County,42091
126573,M46830+P46830,Mrs. Pumpkins Muffin's Inc.,,3645-B Reynolda Road ,Winston-Salem,NC,27106,(336) 924-9797,2022-03-14,Meat Processing; Poultry Processing,,80,80NC,Very Small,36.158593914545,-80.318494849055,Forsyth County,37067
126561,M46833+P46833+V46833,Express Transfer and Trucking,,1400 Sherman Ave ,Pennsauken,NJ,08110,(856) 320-2511,2018-01-26,Certification - Export; Identification - Meat; Identification - Poultry,Aqua Gulf Xpress,80,8012,N / A,39.970446983339,-75.052775989777,Camden County,34007
126600,M46834+P46834,"Nuchas, LLC",,5905 JFK Boulevard ,North Bergen,NJ,07047,,2016-12-14,Meat Processing; Poultry Processing,,80,8023,Very Small,40.791142651423,-74.022467388793,Hudson County,34017
126630,M46835+P46835,"Megas Yeeros, LLC",,165 Chubb Avenue ,Lyndhurst,NJ,07071,(646) 575-1781,2021-10-26,Meat Processing; Poultry Processing,,80,8023,Small,40.801123008505,-74.09818400354,Bergen County,34003
1120,M4684+P4684,Whiteman Meat Processing,,3 Dock Street ,Dansville,NY,14437,(585) 335-5230,2021-08-31,Meat Processing; Poultry Processing,,60,6009,Very Small,42.562071137392,-77.706388466855,Livingston County,36051
126761,M46841+P46841+V46841,Lakeside Refrigerated Services,,2600 Oldmans Creek Road ,Swedesboro,NJ,08085,(856) 832-3255,2020-11-16,Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,,80,8012,Small,39.749822645814,-75.376191159255,Gloucester County,34015
126808,M46847,"Baker, Inc.",,1341 Conicville Road ,Mt. Jackson,VA,22842,(540) 477-3550,2019-08-19,Meat Processing,,80,80VA,Very Small,38.820844990584,-78.671260019146,Shenandoah County,51171
126859,M46849+P46849,Caribbean Breeze Frozen Foods Corp.,,207 Hanover Street ,Pemberton,NJ,08086,(609) 894-2207,2016-11-03,Meat Processing; Poultry Processing,,80,8012,Very Small,39.96891200541,-74.687163994968,Burlington County,34005
126908,M46850+P46850,"Deluxe Foods International, Inc.",,29 East 25th Street ,Paterson,NJ,07514,(845) 304-4007,2021-01-20,Meat Processing; Poultry Processing,,80,8023,Very Small,40.93773672263,-74.14378334605,Passaic County,34031
126912,M46851+P46851,"SLM Gyro & Donor, LLC",,52 Springfield Ave ,Springfield,NJ,07081,(862) 600-0420,2018-01-11,Meat Processing; Poultry Processing,,80,8016,Very Small,40.711521944243,-74.305858806168,Union County,34039
126946,M46853,"White Oak Meats, LLC",,447 1st Street ,Shady Spring,WV,25918,(304) 890-1438,2021-12-15,Meat Processing; Meat Slaughter,Spuds Bar-B- Que,80,8018,Very Small,37.698140986123,-81.080465000626,Raleigh County,54081
127037,M46859+P46859,"Mickenzie Jerky, Inc.",,"3059 Main Street, Ste 15 ",Hope Mills,NC,28348,(910) 423-7329,2022-03-03,Meat Processing,Uncle Zip's Beef Jerky,80,80NC,Very Small,34.982838749412,-78.962830975169,Cumberland County,37051
1121,M4686+P4686+V4686,"Arctic Foods USA, LLC",,251 E Washington Avenue ,Washington,NJ,07882,(908) 689-0590,2021-07-29,Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Rabbit,,80,8016,Small,40.760133993235,-74.969858012614,Warren County,34041
127219,M46867+P46867,A & G Food Service LLC,,68 Oceanport Avenue ,Little Silver,NJ,07739,(732) 558-1400,2021-10-07,Meat Processing; Poultry Processing,,80,8012,Very Small,40.324509008939,-74.038033035602,Monmouth County,34025
127272,M46870+P46870,"Butterball, LLC",122262280,1000 E. Central Avenue ,Raeford,NC,28376,(910) 875-8600,2021-06-16,Meat Processing; Poultry Processing,,80,8010,Large,34.975747365959,-79.209448527177,Hoke County,37093
127345,M46873+P46873,Quality Foods From The Sea,,173 Knobbs Creek Drive ,Elizabeth City,NC,27909,,2021-11-22,Meat Processing; Poultry Processing,,80,80NC,Small,36.311965434026,-76.209888586872,Pasquotank County,37139
6167858,M46876A+P46876A,"Latin Goodness Foods, LLC",,601 Dover Road  ,Rockville ,MD,20850,(516) 871-6347,2025-01-30,Meat Processing; Poultry Processing,Maspanadas,80,8006,Small,39.097651014616,-77.1411269983,Montgomery County,24031
127377,M46877+P46877,Seven Hills Abattoir,,7 Abattoir Street ,Lynchburg,VA,24501,(434) 825-6177,2022-03-03,Meat Processing; Meat Slaughter; Poultry Slaughter,,80,80VA,Small,37.398277,-79.151829,Lynchburg City,51680
6162083,M46888,Djerdan Burek Corp,,9E Wesley Street ,South Hackensack,NJ,07606,(888) 462-8735,2020-04-21,Meat Processing,,80,8023,Very Small,40.868832986275,-74.048845020146,Bergen County,34003
